,freq
240,207.02021681804862
241,270.0263697626721
242,304.02969039945305
243,311.0303740599668
244,268.02617443109676
245,312.03047172575447
246,294.0287137415763
247,280.0273464205489
248,305.0297880652407
249,322.0314483836312
250,241.02353745482958
251,312.03047172575447
252,268.02617443109676
253,303.02959273366537
254,301.02939740209007
255,338.03301103623403
256,237.02314679167887
257,247.02412344955562
258,301.02939740209007
259,337.03291337044635
260,278.02715108897354
261,284.02773708369955
262,310.0302763941791
263,391.0381873229808
264,269.02627209688444
265,267.0260767653091
266,316.0308623889052
267,269.02627209688444
268,346.0337923625354
269,339.03310870202165
270,267.0260767653091
271,301.02939740209007
272,230.02246313116515
273,296.0289090731517
274,267.0260767653091
275,260.0253931047954
276,265.0258814337338
277,285.0278347494872
278,214.02090047856237
279,338.03301103623403
280,272.0265650942475
281,268.02617443109676
282,313.03056939154214
283,335.032718038871
284,232.0226584627405
285,328.03203437835725
286,267.0260767653091
287,286.0279324152749
288,311.0303740599668
289,309.03017872839143
290,263.02568610215843
291,261.0254907705831
292,259.0252954390077
293,268.02617443109676
294,346.0337923625354
295,348.03398769411075
296,260.0253931047954
297,277.02705342318586
298,301.02939740209007
299,298.02910440472704
300,301.02939740209007
301,306.0298857310284
302,286.0279324152749
303,229.02236546537748
304,267.0260767653091
305,238.02324445746655
306,270.0263697626721
307,258.02519777322004
308,268.02617443109676
309,351.0342806914738
310,404.0394569782205
311,318.03105772048053
312,274.02676042582283
313,294.0287137415763
314,275.0268580916105
315,262.02558843637075
316,271.0264674284598
317,270.0263697626721
318,255.024904775857
319,309.03017872839143
320,301.02939740209007
321,268.02617443109676
322,301.02939740209007
323,282.02754175212425
324,337.03291337044635
325,259.0252954390077
326,237.02314679167887
327,287.0280300810626
328,301.02939740209007
329,300.0292997363024
330,299.0292020705147
331,268.02617443109676
332,267.0260767653091
333,301.02939740209007
334,247.02412344955562
335,267.0260767653091
336,286.0279324152749
337,303.02959273366537
338,301.02939740209007
339,301.02939740209007
340,170.01660318390466
341,297.02900673893936
342,296.0289090731517
343,309.03017872839143
344,266.0259790995214
345,327.0319367125696
346,256.0250024416447
347,267.0260767653091
348,267.0260767653091
349,300.0292997363024
350,267.0260767653091
351,302.0294950678777
352,318.03105772048053
353,268.02617443109676
354,268.02617443109676
355,325.0317413809942
356,315.0307647231175
357,335.032718038871
358,268.02617443109676
359,286.0279324152749
360,301.02939740209007
361,369.0360386756519
362,301.02939740209007
363,238.02324445746655
364,309.03017872839143
365,275.0268580916105
366,237.02314679167887
367,268.02617443109676
368,270.0263697626721
369,289.02822541263794
370,298.02910440472704
371,268.02617443109676
372,268.02617443109676
373,280.0273464205489
374,283.0276394179119
375,268.02617443109676
376,274.02676042582283
377,292.02851841000097
378,269.02627209688444
379,267.0260767653091
380,262.02558843637075
381,309.03017872839143
382,270.0263697626721
383,308.03008106260376
384,327.0319367125696
385,329.03213204414493
386,369.0360386756519
387,305.0297880652407
388,335.032718038871
389,258.02519777322004
390,343.03349936517236
391,305.0297880652407
392,306.0298857310284
393,273.02666276003515
394,223.02177947065144
395,268.02617443109676
396,313.03056939154214
397,300.0292997363024
398,302.0294950678777
399,124.01211055767165
400,301.02939740209007
401,298.02910440472704
402,372.03633167301496
403,284.02773708369955
404,293.02861607578865
405,326.0318390467819
406,367.03584334407657
407,237.02314679167887
408,317.03096005469286
409,268.02617443109676
410,261.0254907705831
411,266.0259790995214
412,255.024904775857
413,340.0332063678093
414,202.01972848911026
415,277.02705342318586
416,301.02939740209007
417,328.03203437835725
418,260.0253931047954
419,301.02939740209007
420,210.02050981541166
421,310.0302763941791
422,333.03252270729564
423,301.02939740209007
424,297.02900673893936
425,337.03291337044635
426,195.01904482859655
427,345.0336946967477
428,270.0263697626721
429,301.02939740209007
430,267.0260767653091
431,268.02617443109676
432,304.02969039945305
433,276.0269557573982
434,301.02939740209007
435,301.02939740209007
436,265.0258814337338
437,224.02187713643912
438,315.0307647231175
439,322.0314483836312
440,326.0318390467819
441,290.0283230784256
442,302.0294950678777
443,268.02617443109676
444,267.0260767653091
445,289.02822541263794
446,318.03105772048053
447,268.02617443109676
448,238.02324445746655
449,301.02939740209007
450,317.03096005469286
451,358.03496435198747
452,301.02939740209007
453,262.02558843637075
454,322.0314483836312
455,237.02314679167887
456,301.02939740209007
457,301.02939740209007
458,247.02412344955562
459,260.0253931047954
460,321.0313507178435
461,266.0259790995214
462,297.02900673893936
463,282.02754175212425
464,267.0260767653091
465,268.02617443109676
466,303.02959273366537
467,284.02773708369955
468,322.0314483836312
469,268.02617443109676
470,298.02910440472704
471,291.0284207442133
472,237.02314679167887
473,301.02939740209007
474,235.0229514601035
475,225.02197480222677
476,309.03017872839143
477,270.0263697626721
478,272.0265650942475
479,324.03164371520654
480,295.028811407364
481,297.02900673893936
482,267.0260767653091
483,286.0279324152749
484,336.0328157046587
485,266.0259790995214
486,302.0294950678777
487,312.03047172575447
488,301.02939740209007
489,274.02676042582283
490,238.02324445746655
491,301.02939740209007
492,262.02558843637075
493,276.0269557573982
494,268.02617443109676
495,301.02939740209007
496,317.03096005469286
497,307.0299833968161
498,297.02900673893936
499,292.02851841000097
500,337.03291337044635
501,276.0269557573982
502,335.032718038871
503,298.02910440472704
504,296.0289090731517
505,297.02900673893936
506,304.02969039945305
507,234.02285379431584
508,305.0297880652407
509,247.02412344955562
510,279.0272487547612
511,278.02715108897354
512,283.0276394179119
513,272.0265650942475
514,278.02715108897354
515,268.02617443109676
516,309.03017872839143
517,361.0352573493505
518,237.02314679167887
519,283.0276394179119
520,281.0274440863366
521,297.02900673893936
522,279.0272487547612
523,288.02812774685026
524,262.02558843637075
525,301.02939740209007
526,244.02383045219258
527,267.0260767653091
528,301.02939740209007
529,226.02207246801444
530,322.0314483836312
531,301.02939740209007
532,268.02617443109676
533,314.0306670573298
534,301.02939740209007
535,227.02217013380212
536,274.02676042582283
537,303.02959273366537
538,281.0274440863366
539,292.02851841000097
540,285.0278347494872
541,237.02314679167887
542,261.0254907705831
543,335.032718038871
544,307.0299833968161
545,316.0308623889052
546,285.0278347494872
547,332.03242504150796
548,311.0303740599668
549,322.0314483836312
550,257.02510010743237
551,277.02705342318586
552,294.0287137415763
553,267.0260767653091
554,238.02324445746655
555,267.0260767653091
556,268.02617443109676
557,293.02861607578865
558,337.03291337044635
559,267.0260767653091
560,289.02822541263794
561,276.0269557573982
562,301.02939740209007
563,323.03154604941886
564,280.0273464205489
565,267.0260767653091
566,327.0319367125696
567,312.03047172575447
568,290.0283230784256
569,210.02050981541166
570,327.0319367125696
571,357.0348666861998
572,299.0292020705147
573,313.03056939154214
574,317.03096005469286
575,257.02510010743237
576,335.032718038871
577,294.0287137415763
578,298.02910440472704
579,297.02900673893936
580,277.02705342318586
581,260.0253931047954
582,297.02900673893936
583,327.0319367125696
584,268.02617443109676
585,322.0314483836312
586,283.0276394179119
587,368.03594100986425
588,301.02939740209007
589,263.02568610215843
590,302.0294950678777
591,294.0287137415763
592,262.02558843637075
593,301.02939740209007
594,304.02969039945305
595,309.03017872839143
596,328.03203437835725
597,268.02617443109676
598,268.02617443109676
599,315.0307647231175
600,247.02412344955562
601,307.0299833968161
602,301.02939740209007
603,285.0278347494872
604,238.02324445746655
605,299.0292020705147
606,327.0319367125696
607,265.0258814337338
608,306.0298857310284
609,320.03125305205583
610,301.02939740209007
611,283.0276394179119
612,254.02480711006933
613,290.0283230784256
614,293.02861607578865
615,253.02470944428165
616,281.0274440863366
617,301.02939740209007
618,295.028811407364
619,324.03164371520654
620,344.03359703096004
621,251.02451411270633
622,277.02705342318586
623,296.0289090731517
624,258.02519777322004
625,284.02773708369955
626,238.02324445746655
627,270.0263697626721
628,299.0292020705147
629,321.0313507178435
630,294.0287137415763
631,294.0287137415763
632,208.0203144838363
633,267.0260767653091
634,337.03291337044635
635,294.0287137415763
636,281.0274440863366
637,301.02939740209007
638,301.02939740209007
639,261.0254907705831
640,277.02705342318586
641,309.03017872839143
642,316.0308623889052
643,294.0287137415763
644,295.028811407364
645,301.02939740209007
646,301.02939740209007
647,243.0237327864049
648,301.02939740209007
649,268.02617443109676
650,262.02558843637075
651,279.0272487547612
652,296.0289090731517
653,279.0272487547612
654,325.0317413809942
655,238.02324445746655
656,265.0258814337338
657,274.02676042582283
658,177.0172868444184
659,313.03056939154214
660,301.02939740209007
661,300.0292997363024
662,343.03349936517236
663,262.02558843637075
664,265.0258814337338
665,213.0208028127747
666,190.01855649965816
667,264.0257837679461
668,277.02705342318586
669,180.0175798417814
670,299.0292020705147
671,307.0299833968161
672,275.0268580916105
673,343.03349936517236
674,237.02314679167887
675,268.02617443109676
676,313.03056939154214
677,279.0272487547612
678,275.0268580916105
679,279.0272487547612
680,318.03105772048053
681,267.0260767653091
682,302.0294950678777
683,316.0308623889052
684,272.0265650942475
685,232.0226584627405
686,280.0273464205489
687,293.02861607578865
688,313.03056939154214
689,241.02353745482958
690,267.0260767653091
691,394.03848032034375
692,314.0306670573298
693,280.0273464205489
694,238.02324445746655
695,279.0272487547612
696,172.01679851548002
697,276.0269557573982
698,274.02676042582283
699,257.02510010743237
700,277.02705342318586
701,303.02959273366537
702,301.02939740209007
703,252.02461177849398
704,306.0298857310284
705,256.0250024416447
706,204.01992382068562
707,268.02617443109676
708,291.0284207442133
709,268.02617443109676
710,306.0298857310284
711,281.0274440863366
712,318.03105772048053
713,295.028811407364
714,267.0260767653091
715,255.024904775857
716,268.02617443109676
717,247.02412344955562
718,263.02568610215843
719,260.0253931047954
720,328.03203437835725
721,260.0253931047954
722,268.02617443109676
723,171.01670084969234
724,300.0292997363024
725,278.02715108897354
726,301.02939740209007
727,268.02617443109676
728,325.0317413809942
729,301.02939740209007
730,237.02314679167887
731,301.02939740209007
732,238.02324445746655
733,238.02324445746655
734,277.02705342318586
735,335.032718038871
736,320.03125305205583
737,298.02910440472704
738,330.0322297099326
739,260.0253931047954
740,237.02314679167887
741,262.02558843637075
742,209.02041214962398
743,232.0226584627405
744,285.0278347494872
745,334.0326203730833
746,258.02519777322004
747,322.0314483836312
748,255.024904775857
749,278.02715108897354
750,326.0318390467819
751,284.02773708369955
752,202.01972848911026
753,305.0297880652407
754,297.02900673893936
755,300.0292997363024
756,262.02558843637075
757,296.0289090731517
758,295.028811407364
759,238.02324445746655
760,292.02851841000097
761,268.02617443109676
762,311.0303740599668
763,234.02285379431584
764,300.0292997363024
765,306.0298857310284
766,283.0276394179119
767,260.0253931047954
768,296.0289090731517
769,327.0319367125696
770,256.0250024416447
771,309.03017872839143
772,328.03203437835725
773,277.02705342318586
774,297.02900673893936
775,225.02197480222677
776,251.02451411270633
777,213.0208028127747
778,238.02324445746655
779,237.02314679167887
780,323.03154604941886
781,320.03125305205583
782,267.0260767653091
783,309.03017872839143
784,158.0154311944526
785,237.02314679167887
786,246.02402578376794
787,312.03047172575447
788,337.03291337044635
789,252.02461177849398
790,299.0292020705147
791,315.0307647231175
792,301.02939740209007
793,311.0303740599668
794,234.02285379431584
795,301.02939740209007
796,271.0264674284598
797,289.02822541263794
798,284.02773708369955
799,279.0272487547612
800,301.02939740209007
801,266.0259790995214
802,259.0252954390077
803,269.02627209688444
804,301.02939740209007
805,247.02412344955562
806,301.02939740209007
807,238.02324445746655
808,363.03545268092586
809,230.02246313116515
810,301.02939740209007
811,301.02939740209007
812,278.02715108897354
813,301.02939740209007
814,301.02939740209007
815,301.02939740209007
816,180.0175798417814
817,336.0328157046587
818,301.02939740209007
819,337.03291337044635
820,310.0302763941791
821,262.02558843637075
822,327.0319367125696
823,301.02939740209007
824,292.02851841000097
825,268.02617443109676
826,228.0222677995898
827,298.02910440472704
828,301.02939740209007
829,335.032718038871
830,301.02939740209007
831,248.0242211153433
832,301.02939740209007
833,301.02939740209007
834,301.02939740209007
835,301.02939740209007
836,300.0292997363024
837,253.02470944428165
838,287.0280300810626
839,301.02939740209007
840,301.02939740209007
841,238.02324445746655
842,301.02939740209007
843,302.0294950678777
844,301.02939740209007
845,301.02939740209007
846,301.02939740209007
847,301.02939740209007
848,284.02773708369955
849,301.02939740209007
850,285.0278347494872
851,302.0294950678777
852,260.0253931047954
853,211.02060748119933
854,342.0334016993847
855,296.0289090731517
856,301.02939740209007
857,301.02939740209007
858,301.02939740209007
859,260.0253931047954
860,301.02939740209007
861,280.0273464205489
862,301.02939740209007
863,301.02939740209007
864,230.02246313116515
865,276.0269557573982
866,301.02939740209007
867,301.02939740209007
868,301.02939740209007
869,301.02939740209007
870,301.02939740209007
871,299.0292020705147
872,293.02861607578865
873,301.02939740209007
874,292.02851841000097
875,294.0287137415763
876,301.02939740209007
877,354.0345736888368
878,293.02861607578865
879,301.02939740209007
880,301.02939740209007
881,301.02939740209007
882,301.02939740209007
883,253.02470944428165
884,281.0274440863366
885,301.02939740209007
886,301.02939740209007
887,301.02939740209007
888,301.02939740209007
889,301.02939740209007
890,301.02939740209007
891,301.02939740209007
892,304.02969039945305
893,301.02939740209007
894,301.02939740209007
895,297.02900673893936
896,281.0274440863366
897,275.0268580916105
898,301.02939740209007
899,301.02939740209007
900,301.02939740209007
901,301.02939740209007
902,301.02939740209007
903,301.02939740209007
904,301.02939740209007
905,301.02939740209007
906,298.02910440472704
907,238.02324445746655
908,301.02939740209007
909,301.02939740209007
910,301.02939740209007
911,262.02558843637075
912,289.02822541263794
913,301.02939740209007
914,328.03203437835725
915,275.0268580916105
916,293.02861607578865
917,259.0252954390077
918,301.02939740209007
919,301.02939740209007
920,301.02939740209007
921,301.02939740209007
922,322.0314483836312
923,303.02959273366537
924,301.02939740209007
925,301.02939740209007
926,293.02861607578865
927,301.02939740209007
928,281.0274440863366
929,295.028811407364
930,301.02939740209007
931,244.02383045219258
932,284.02773708369955
933,337.03291337044635
934,276.0269557573982
935,303.02959273366537
936,400.0390663150698
937,318.03105772048053
938,284.02773708369955
939,299.0292020705147
940,309.03017872839143
941,234.02285379431584
942,238.02324445746655
943,283.0276394179119
944,177.0172868444184
945,288.02812774685026
946,270.0263697626721
947,289.02822541263794
948,289.02822541263794
949,216.0210958101377
950,262.02558843637075
951,301.02939740209007
952,301.02939740209007
953,297.02900673893936
954,291.0284207442133
955,300.0292997363024
956,311.0303740599668
957,290.0283230784256
958,293.02861607578865
959,301.02939740209007
960,271.0264674284598
961,301.02939740209007
962,301.02939740209007
963,301.02939740209007
964,301.02939740209007
965,301.02939740209007
966,301.02939740209007
967,272.0265650942475
968,301.02939740209007
969,301.02939740209007
970,192.01875183123352
971,301.02939740209007
972,301.02939740209007
973,301.02939740209007
974,272.0265650942475
975,301.02939740209007
976,268.02617443109676
977,300.0292997363024
978,301.02939740209007
979,301.02939740209007
980,301.02939740209007
981,394.03848032034375
982,301.02939740209007
983,291.0284207442133
984,321.0313507178435
985,301.02939740209007
986,302.0294950678777
987,301.02939740209007
988,259.0252954390077
989,300.0292997363024
990,301.02939740209007
991,371.0362340072273
992,304.02969039945305
993,301.02939740209007
994,268.02617443109676
995,294.0287137415763
996,300.0292997363024
997,301.02939740209007
998,287.0280300810626
999,301.02939740209007
1000,298.02910440472704
1001,327.0319367125696
1002,301.02939740209007
1003,301.02939740209007
1004,301.02939740209007
1005,301.02939740209007
1006,301.02939740209007
1007,301.02939740209007
1008,301.02939740209007
1009,301.02939740209007
1010,301.02939740209007
1011,301.02939740209007
1012,301.02939740209007
1013,301.02939740209007
1014,301.02939740209007
1015,301.02939740209007
1016,301.02939740209007
1017,301.02939740209007
1018,301.02939740209007
1019,301.02939740209007
1020,301.02939740209007
1021,289.02822541263794
1022,301.02939740209007
1023,301.02939740209007
1024,301.02939740209007
1025,301.02939740209007
1026,293.02861607578865
1027,301.02939740209007
1028,301.02939740209007
1029,301.02939740209007
1030,301.02939740209007
1031,301.02939740209007
1032,301.02939740209007
1033,301.02939740209007
1034,301.02939740209007
1035,301.02939740209007
1036,301.02939740209007
1037,301.02939740209007
1038,301.02939740209007
1039,301.02939740209007
1040,301.02939740209007
1041,301.02939740209007
1042,301.02939740209007
1043,301.02939740209007
1044,301.02939740209007
1045,301.02939740209007
1046,301.02939740209007
1047,301.02939740209007
1048,301.02939740209007
1049,301.02939740209007
1050,234.02285379431584
1051,301.02939740209007
1052,267.0260767653091
1053,301.02939740209007
1054,301.02939740209007
1055,301.02939740209007
1056,301.02939740209007
1057,301.02939740209007
1058,260.0253931047954
1059,301.02939740209007
1060,301.02939740209007
1061,301.02939740209007
1062,301.02939740209007
1063,301.02939740209007
1064,301.02939740209007
1065,301.02939740209007
1066,307.0299833968161
1067,301.02939740209007
1068,301.02939740209007
1069,260.0253931047954
1070,299.0292020705147
1071,238.02324445746655
1072,301.02939740209007
1073,301.02939740209007
1074,301.02939740209007
1075,301.02939740209007
1076,280.0273464205489
1077,268.02617443109676
1078,301.02939740209007
1079,301.02939740209007
1080,268.02617443109676
1081,301.02939740209007
1082,301.02939740209007
1083,301.02939740209007
1084,335.032718038871
1085,291.0284207442133
1086,268.02617443109676
1087,301.02939740209007
1088,267.0260767653091
1089,267.0260767653091
1090,277.02705342318586
1091,301.02939740209007
1092,302.0294950678777
1093,268.02617443109676
1094,270.0263697626721
1095,268.02617443109676
1096,268.02617443109676
1097,302.0294950678777
1098,268.02617443109676
1099,268.02617443109676
1100,302.0294950678777
1101,301.02939740209007
1102,301.02939740209007
1103,303.02959273366537
1104,335.032718038871
1105,335.032718038871
1106,301.02939740209007
1107,290.0283230784256
1108,301.02939740209007
1109,335.032718038871
1110,301.02939740209007
1111,327.0319367125696
1112,268.02617443109676
1113,301.02939740209007
1114,302.0294950678777
1115,308.03008106260376
1116,321.0313507178435
1117,335.032718038871
1118,268.02617443109676
1119,301.02939740209007
1120,301.02939740209007
1121,268.02617443109676
1122,268.02617443109676
1123,301.02939740209007
1124,268.02617443109676
1125,268.02617443109676
1126,301.02939740209007
1127,301.02939740209007
1128,301.02939740209007
1129,301.02939740209007
1130,301.02939740209007
1131,301.02939740209007
1132,301.02939740209007
1133,301.02939740209007
1134,268.02617443109676
1135,270.0263697626721
1136,301.02939740209007
1137,301.02939740209007
1138,301.02939740209007
1139,301.02939740209007
1140,301.02939740209007
1141,301.02939740209007
1142,301.02939740209007
1143,301.02939740209007
1144,301.02939740209007
1145,301.02939740209007
1146,301.02939740209007
1147,301.02939740209007
1148,301.02939740209007
1149,301.02939740209007
1150,301.02939740209007
1151,301.02939740209007
1152,301.02939740209007
1153,301.02939740209007
1154,301.02939740209007
1155,301.02939740209007
